date,lpc,ca,pc,bq,ndp,gpc,oth,institute,sample_size,cpc,polling_method,ppc
2015-10-18,35.8,NA,NA,4.9,20.4,5.6,NA,EKOS,2122,31.9,IVR/telephone – rolling (1/3),NA
2015-10-17,34.3,NA,NA,5.4,21,5.4,NA,EKOS,1621,32.6,IVR/telephone – rolling (1/2),NA
2015-10-17,38,NA,NA,4,22,4,NA,Ipsos Reid,2503,31,online/telephone,NA
2015-10-17,37.3,NA,NA,4.6,22.1,4.7,NA,Nanos Research,2000,30.5,telephone – rolling (2/5),NA
2015-10-16,33.7,NA,NA,4.7,21.9,4.1,NA,EKOS,1537,33.3,IVR/telephone – rolling (1/2),NA
2015-10-16,37,NA,NA,4.4,22.6,4.7,NA,Nanos Research,1600,30.7,telephone – rolling (1/2),NA
2015-10-16,38,NA,NA,6,22,4,NA,Léger Marketing,2086,30,online,NA
2015-10-16,35,NA,NA,5,22,5,NA,Angus Reid,2022,31,online,NA
2015-10-15,38,NA,NA,4,21,5,NA,Mainstreet Research,5546,33,IVR,NA
2015-10-15,34,NA,NA,3.4,22.7,5.1,NA,EKOS,1813,32.8,IVR/telephone – rolling (1/3),NA
2015-10-15,36.5,NA,NA,4.3,23.5,4.7,NA,Nanos Research,1200,30.6,telephone – rolling (1/3),NA
2015-10-14,37,NA,NA,6,24,2,NA,Forum Research,1438,31,IVR,NA
2015-10-14,33.5,NA,NA,3.4,22.9,5.6,NA,EKOS,1438,32.6,IVR/telephone – rolling (1/3),NA
2015-10-14,37.1,NA,NA,5,23.7,4.3,NA,Nanos Research,1200,29.4,telephone – rolling (1/3),NA
2015-10-13,34.1,NA,NA,3.8,24.1,6.4,NA,EKOS,1179,29.9,IVR/telephone – rolling (1/3),NA
2015-10-13,36.1,NA,NA,5.2,24.5,4.3,NA,Nanos Research,1200,29.2,telephone – rolling (1/3),NA
2015-10-13,37,NA,NA,5,24,2,NA,Ipsos Reid,1349,31,online,NA
2015-10-12,35.6,NA,NA,3.2,20.6,7.5,NA,EKOS,1115,31.1,IVR/telephone – rolling (2/3),NA
2015-10-11,35.7,NA,NA,5.7,24.3,4.8,NA,Nanos Research,1200,28.9,telephone – rolling (1/3),NA
2015-10-11,38,NA,NA,3,22,6,NA,Innovative Research,1143,30,telephone,NA
2015-10-10,33.1,NA,NA,3.3,19,7.4,NA,EKOS,1428,35.5,IVR/telephone – rolling (2/3),NA
2015-10-10,35.1,NA,NA,5.2,25,5.1,NA,Nanos Research,1200,29,telephone – rolling (1/3),NA
2015-10-09,37,NA,NA,5,23,3,NA,Forum Research,1427,31,IVR,NA
2015-10-09,34.8,NA,NA,5.5,24.9,5.4,NA,Nanos Research,1200,28.6,telephone – rolling (1/3),NA
2015-10-09,31,NA,NA,6,25,3,NA,Angus Reid,1083,33,online,NA
2015-10-08,33.8,NA,NA,3.5,20.4,7.2,NA,EKOS,1618,33.7,IVR/telephone – rolling (1/3),NA
2015-10-08,34,NA,NA,5.3,25,4.2,NA,Nanos Research,1200,31,telephone – rolling (1/3),NA
2015-10-08,35,NA,NA,5,24,5,NA,Innovative Research,3417,30,online,NA
2015-10-07,35,NA,NA,4,20,5,NA,Mainstreet Research,5630,36,IVR,NA
2015-10-07,34,NA,NA,6,25,4,NA,Léger Marketing,2087,30,online,NA
2015-10-07,34.1,NA,NA,3.6,21.1,7.3,NA,EKOS,1753,32.5,IVR/telephone – rolling (1/3),NA
2015-10-07,33.5,NA,NA,5.6,24.2,4.6,NA,Nanos Research,1200,31.6,telephone – rolling (1/3),NA
2015-10-06,35,NA,NA,4,26,3,NA,Forum Research,1447,31,IVR,NA
2015-10-06,32,NA,NA,4,24,5,NA,Abacus Data,2000,33,online,NA
2015-10-06,32.3,NA,NA,4,21.4,6.9,NA,EKOS,1788,34.1,IVR/telephone – rolling (1/3),NA
2015-10-06,34.3,NA,NA,5.1,23,4.6,NA,Nanos Research,1200,32.1,telephone – rolling (1/3),NA
2015-10-05,30.9,NA,NA,4,22.2,6.6,NA,EKOS,1658,35.1,IVR/telephone – rolling,NA
2015-10-05,35,NA,NA,4.9,23.1,4.6,NA,Nanos Research,1200,31.5,telephone – rolling (1/3),NA
2015-10-05,32,NA,NA,5,26,3,NA,Ipsos Reid,1441,33,online,NA
2015-10-04,35.6,NA,NA,4.8,22.8,4.7,NA,Nanos Research,1200,31,telephone – rolling (1/3),NA
2015-10-03,35.3,NA,NA,4.3,24.3,4.5,NA,Nanos Research,1200,31,telephone – rolling (1/3),NA
2015-10-02,34.6,NA,NA,4.5,25.1,4.8,NA,Nanos Research,1200,30.5,telephone – rolling (1/3),NA
2015-10-01,29,NA,NA,4,24,7,NA,Mainstreet Research,5197,37,IVR,NA
2015-10-01,31,NA,NA,5,29,6,NA,Innovative Research,1562,29,online,NA
2015-10-01,33.5,NA,NA,4.3,25.9,3.9,NA,Nanos Research,1200,31.9,telephone – rolling (1/3),NA
2015-09-30,32,NA,NA,6,26,6,NA,Léger Marketing,2107,30,online,NA
2015-09-30,27,NA,NA,6,27,5,NA,Angus Reid,2021,34,online,NA
2015-09-30,31.7,NA,NA,4.8,26.1,4.1,NA,Nanos Research,1200,32.8,telephone – rolling (1/3),NA
2015-09-29,27,NA,NA,5,28,5,NA,Forum Research,1499,34,IVR,NA
2015-09-29,32.2,NA,NA,4.6,26.3,4.4,NA,Nanos Research,1200,32.1,telephone – rolling (1/3),NA
2015-09-29,26.7,NA,NA,5.3,25.6,7.8,NA,EKOS,2609,33.4,IVR,NA
2015-09-28,31.4,NA,NA,4.4,27,4,NA,Nanos Research,1200,32.6,telephone – rolling (1/3),NA
2015-09-28,33,NA,NA,4,27,4,NA,Ipsos Reid,1354,32,online,NA
2015-09-27,31.6,NA,NA,4.2,26.9,3.6,NA,Nanos Research,1200,33,telephone – rolling (1/3),NA
2015-09-27,29,NA,NA,5,27,5,NA,Abacus Data,3814,32,online,NA
2015-09-26,32.5,NA,NA,4,27.6,3.7,NA,Nanos Research,1200,31.5,telephone – rolling (1/3),NA
2015-09-25,31.8,NA,NA,3.1,30.3,4.5,NA,Nanos Research,1200,29.6,telephone – rolling (1/3),NA
2015-09-24,32.3,NA,NA,2.5,31.1,4.2,NA,Nanos Research,1200,28.9,telephone – rolling (1/3),NA
2015-09-24,28,NA,NA,3,29,8,NA,Innovative Research,2805,31,online,NA
2015-09-23,31,NA,NA,4,28,4,NA,Forum Research,1557,31,IVR,NA
2015-09-23,31.5,NA,NA,2.3,30.8,3.7,NA,Nanos Research,1200,30.5,telephone – rolling (1/3),NA
2015-09-23,31,NA,NA,5,29,5,NA,Léger Marketing,2115,31,online,NA
2015-09-23,30,NA,NA,3,27,7,NA,Innovative Research,1784,32,telephone,NA
2015-09-22,31.6,NA,NA,2.6,29.1,4.2,NA,Nanos Research,1200,31.5,telephone – rolling (1/3),NA
2015-09-22,26.3,NA,NA,4.2,24.5,7.7,NA,EKOS,2343,35.4,IVR,NA
2015-09-21,30.3,NA,NA,3.4,29.4,4.6,NA,Nanos Research,1200,31.3,telephone – rolling (1/3),NA
2015-09-21,33,NA,NA,5,30,4,NA,Ipsos Reid,1103,27,online,NA
2015-09-20,29.4,NA,NA,3.8,29.1,5.5,NA,Nanos Research,1200,31,telephone – rolling (1/3),NA
2015-09-19,30.3,NA,NA,3.7,29.1,5.1,NA,Nanos Research,1200,30.8,telephone – rolling (1/3),NA
2015-09-18,29,NA,NA,4,29,4,NA,Forum Research,922,33,IVR,NA
2015-09-18,30.8,NA,NA,3,28.9,6,NA,Nanos Research,1200,30.4,telephone – rolling (1/3),NA
2015-09-17,31,NA,NA,2.3,31.3,5.8,NA,Nanos Research,1200,29.1,telephone – rolling (1/3),NA
2015-09-16,30.9,NA,NA,2.5,30.4,5.8,NA,Nanos Research,1200,30.1,telephone – rolling (1/3),NA
2015-09-15,28,NA,NA,4,30,6,NA,Forum Research,1402,32,IVR,NA
2015-09-15,30.1,NA,NA,2.8,31.6,5.3,NA,Nanos Research,1200,29,telephone – rolling (1/3),NA
2015-09-15,29,NA,NA,4,34,8,NA,Environics,1001,26,telephone,NA
2015-09-15,27.4,NA,NA,3.7,29.9,7.6,NA,EKOS,2704,29.6,IVR,NA
2015-09-14,29.6,NA,NA,2.9,30.4,4.8,NA,Nanos Research,1200,31,telephone – rolling (1/3),NA
2015-09-13,31,NA,NA,4,32,4,NA,Ipsos Reid,980,29,online,NA
2015-09-13,30.3,NA,NA,2.6,31.3,4.3,NA,Nanos Research,1200,30.2,telephone – rolling (1/3),NA
2015-09-12,30.5,NA,NA,2.5,30.8,4.1,NA,Nanos Research,1200,31.7,telephone – rolling (1/3),NA
2015-09-11,29,NA,NA,4,31,6,NA,Abacus Data,1500,29,online,NA
2015-09-11,31.7,NA,NA,2.8,30.1,4,NA,Nanos Research,1200,30.9,telephone – rolling (1/3),NA
2015-09-10,29,NA,NA,3,36,3,NA,Forum Research,1308,28,IVR,NA
2015-09-10,30.9,NA,NA,3.2,29.9,4.6,NA,Nanos Research,1200,30.8,telephone – rolling (1/3),NA
2015-09-10,30,NA,NA,4,31,6,NA,Innovative Research,2121,28,online,NA
2015-09-09,32.1,NA,NA,3.6,30.6,4.8,NA,Nanos Research,1200,28.6,telephone – rolling (1/3),NA
2015-09-08,32.5,NA,NA,3.7,31.2,6.1,NA,Nanos Research,1200,25.9,telephone – rolling (1/3),NA
2015-09-08,30,NA,NA,3,34,3,NA,Ipsos Reid,949,29,online,NA
2015-09-08,26.9,NA,NA,4.6,29.6,5.9,NA,EKOS,2677,31.8,IVR,NA
2015-09-06,30.8,NA,NA,3.7,32.7,6,NA,Nanos Research,1200,26.2,telephone – rolling,NA
2015-09-02,30,NA,NA,4,31,5,NA,Léger Marketing,2119,28,online,NA
2015-09-01,32,NA,NA,4,36,4,NA,Forum Research,1384,24,IVR,NA
2015-09-01,27.7,NA,NA,4.2,30.2,6.4,NA,EKOS,3243,29.5,IVR,NA
2015-08-28,28,NA,NA,3,31,7,NA,Abacus Data,1500,30,online,NA
2015-08-28,29.7,NA,NA,4.2,30.8,5.4,NA,Nanos Research,1000,28.8,telephone – rolling (1/4),NA
2015-08-26,27,NA,NA,4,32,6,NA,Innovative Research,3274,30,online,NA
2015-08-26,30,NA,NA,4,33,4,NA,Ipsos Reid,1000,29,online,NA
2015-08-25,26.7,NA,NA,4.1,33.6,5.8,NA,EKOS,3524,28.1,IVR,NA
2015-08-24,30,NA,NA,3,40,3,NA,Forum Research,1440,23,IVR,NA
2015-08-24,23,NA,NA,4,36,4,NA,Angus Reid,6226,32,online,NA
2015-08-21,29.9,NA,NA,4.7,29.1,5.2,NA,Nanos Research,1000,30.1,telephone – rolling (1/4),NA
2015-08-19,28,NA,NA,4,34,4,NA,Forum Research,1473,29,IVR,NA
2015-08-17,26,NA,NA,3,35,6,NA,Abacus Data,1439,29,online,NA
2015-08-14,28.7,NA,NA,4.5,29,5.3,NA,Nanos Research,1000,31.8,telephone – rolling (1/4),NA
2015-08-12,28,NA,NA,5,33,6,NA,Léger Marketing,2095,27,online,NA
2015-08-11,29,NA,NA,4,30,6,NA,Mainstreet Research,5401,31,IVR,NA
2015-08-11,27,NA,NA,6,34,4,NA,Forum Research,1392,28,IVR,NA
2015-08-11,24.2,NA,NA,4.2,31.8,7.3,NA,EKOS,3055,30.4,IVR,NA
2015-08-10,27.8,NA,NA,3.9,33,4,NA,Ipsos Reid,2022,30.8,telephone/online,NA
2015-08-07,28.6,NA,NA,4.2,30.4,5,NA,Nanos Research,1000,31.2,telephone – rolling (1/4),NA
2015-08-02,25,NA,NA,5,39,3,NA,Forum Research,1399,28,IVR,NA
2019-09-10,33,NA,NA,4,15,10,NA,Abacus Data,2000,35,online,3
2019-09-09,34,NA,NA,5,11,11,NA,Leger,1546,35,online,3
2019-09-08,37.5,NA,NA,3.6,8.4,10.8,NA,Mainstreet Research,1876,34,IVR,4.6
2019-09-06,34.6,NA,NA,4,16.5,11,NA,Nanos Research,1000,30.7,telephone (rolling),2
2019-09-05,34,NA,NA,4,12,12,NA,Campaign Research,2094,34,online,2
2019-09-05,33,NA,NA,5,13,11,NA,Innovative Research,3236,34,online,5
2019-08-30,35.4,NA,NA,4.4,15.7,10.3,NA,Nanos Research,1000,31.3,telephone (rolling),1.6
2019-08-29,37.2,NA,NA,5.5,7.2,10.4,NA,EKOS,902,32.9,IVR,4.3
2019-08-29,34,NA,NA,5,12,12,NA,Leger,2102,33,online,3
2019-08-29,33,NA,NA,4,17,9,NA,Abacus Data,4549,34,online,3
2019-08-26,32,NA,NA,4,14,9,NA,Angus Reid,1534,36,online,4
2019-08-23,33.66,NA,NA,4.17,14.87,9.41,NA,Nanos Research,1000,33.65,telephone (rolling),2.09
2019-08-22,33.1,NA,NA,5.1,10.4,11.2,NA,EKOS,1182,34.1,IVR,3.7
2019-08-19,33,NA,NA,4,11,13,NA,Leger,1535,33,online,4
2019-08-19,33,NA,NA,3,18,9,NA,Ipsos,1001,35,online,1
2019-08-19,32,NA,NA,4,17,10,NA,Abacus Data,2152,32,online,3
2019-08-17,32,NA,NA,5,15,7,NA,DART/Maru,1512,39,online,1
2019-08-16,34.61,NA,NA,4.16,14.58,10,NA,Nanos Research,1000,31.41,telephone (rolling),1.68
2019-08-13,32,NA,NA,4,13,12,NA,Campaign Research,2365,33,online,3
2019-08-09,35,NA,NA,3.69,14.75,9.8,NA,Nanos Research,1000,32.46,telephone (rolling),1.33
2019-08-06,32,NA,NA,4,17,10,NA,Abacus Data,1422,33,online,3
2019-08-02,36.7,NA,NA,3.7,16.1,9.3,NA,Nanos Research,1000,30.8,telephone (rolling),1.4
2019-07-31,34.5,NA,NA,4.4,11.1,11.1,NA,Mainstreet Research,2463,34.1,IVR,3.3
2019-07-31,36,NA,NA,4,14,10,NA,Innovative Research,1804,32,online,4
2019-07-28,31,NA,NA,5,12,12,NA,Forum Research,1733,34,IVR,5
2019-07-25,30.6,NA,NA,4.6,9.9,12.9,NA,EKOS,1115,36,IVR,3.8
2019-07-23,33,NA,NA,4,11,12,NA,Leger,1536,36,online,3
2019-07-18,33.6,NA,NA,3.1,12.5,12.5,NA,EKOS,1186,31.3,IVR,4.8
2019-07-19,35.6,NA,NA,4,18.6,9,NA,Nanos Research,1000,30,telephone (rolling),1.4
2019-07-17,34,NA,NA,4,17,10,NA,Research Co.,1000,31,online,3
2019-07-17,32,NA,NA,4,16,11,NA,Abacus Data,1500,32,online,3
2019-07-15,31,NA,NA,5,18,7,NA,Ipsos,1000,37,online,1
2019-07-12,33,NA,NA,4,14,14,NA,Campaign Research,1896,32,online,3
2019-07-12,30,NA,NA,4,14,10,NA,Angus Reid,2361,38,online,2
2019-07-12,35.9,NA,NA,4.8,18.5,8.3,NA,Nanos Research,1000,29.7,telephone (rolling),1.5
2019-07-08,30.7,NA,NA,5,10.8,14.9,NA,EKOS,948,32.3,IVR,4.2
2019-07-08,35,NA,NA,4,12,11,NA,Innovative Research,2515,32,online,5
2019-07-05,34.6,NA,NA,4.9,17.9,8.8,NA,Nanos Research,1000,30.4,telephone (rolling),1.6
2019-07-02,32,NA,NA,4,16,11,NA,Abacus Data,3092,33,online,3
2019-07-02,35,NA,NA,4.5,10.4,10.3,NA,Mainstreet Research,2651,33.2,IVR,4.6
2019-06-29,31.6,NA,NA,3.8,9.7,12.6,NA,EKOS,1194,34.1,IVR,5.7
2019-06-28,34.5,NA,NA,4.6,16.5,9.8,NA,Nanos Research,1000,31.7,telephone (rolling),0.9
2019-06-26,33,NA,NA,5,17,7,NA,DART/Maru,1512,37,online,1
2019-06-23,29,NA,NA,5,13,12,NA,Forum Research,1539,35,IVR,4
2019-06-21,32.5,NA,NA,4.9,16.9,10.2,NA,Nanos Research,1000,32.8,telephone (rolling),0.7
2019-06-17,30.1,NA,NA,4.3,12,13.2,NA,EKOS,2491,34.2,IVR,3.6
2019-06-14,30.3,NA,NA,4.6,16.8,11.4,NA,Nanos Research,1000,34,telephone (rolling),0.7
2019-06-10,29,NA,NA,4,13,11,NA,Leger,1528,38,online,3
2019-06-07,31,NA,NA,5,18,6,NA,Ipsos,1003,37,online,NA
2019-06-07,30.9,NA,NA,4,16.9,11.3,NA,Nanos Research,1000,34.2,telephone (rolling),0.8
2019-06-06,32,NA,NA,4,14,12,NA,Campaign Research,2735,35,online,2
2019-06-04,26,NA,NA,5,15,12,NA,Angus Reid,4698,37,online,4
2019-06-02,30,NA,NA,6,13,13,NA,Forum Research,1633,34,IVR,4
2019-05-31,29.5,NA,NA,4.4,16.4,11.5,NA,Nanos Research,1000,34.3,telephone (rolling),0.8
2019-05-30,33,NA,NA,5,12,13,NA,Innovative Research,1691,33,online,NA
2019-05-30,33,NA,NA,3,16,12,NA,Abacus Data,1500,32,online,3
2019-05-24,29.2,NA,NA,4.7,15.6,11.5,NA,Nanos Research,1000,34.8,telephone (rolling),1.6
2019-05-17,30.6,NA,NA,4,14.2,11.1,NA,Nanos Research,1000,35.9,telephone (rolling),1.1
2019-05-10,29.7,NA,NA,4.4,15,11.3,NA,Nanos Research,1000,35.4,telephone (rolling),0.9
2019-05-03,31.8,NA,NA,4.6,15.9,9.7,NA,Nanos Research,1000,34.5,telephone (rolling),0.9
2019-05-01,31,NA,NA,3,17,10,NA,Campaign Research,1471,35,online,2
2019-04-30,25,NA,NA,5,18,11,NA,Angus Reid,1525,38,online,3
2019-04-30,31,NA,NA,4,17,9,NA,Abacus Data,4015,34,online,3
2019-04-26,32,NA,NA,4.1,16.5,9,NA,Nanos Research,1000,34.9,telephone (rolling),0.5
2019-04-25,32,NA,NA,5,19,NA,NA,Ipsos,1000,36,online,NA
2019-04-24,30,NA,NA,6,14,9,NA,Forum Research,1595,37,IVR,2
2019-04-22,27,NA,NA,5,12,11,NA,Leger,1522,40,online,3
2019-04-18,33,NA,NA,4.7,15.2,8.4,NA,Nanos Research,1000,35.5,telephone (rolling),0.8
2019-04-12,34.1,NA,NA,4.5,14.9,8.8,NA,Nanos Research,1000,35,telephone (rolling),0.7
2019-04-10,36,NA,NA,4,13,10,NA,Innovative Research,2527,32,online,NA
2019-04-06,29,NA,NA,6,12,9,NA,Forum Research,1634,42,IVR,2
2019-04-06,32,NA,NA,5,15,10,NA,Campaign Research,2035,34,online,3
2019-04-05,32.8,NA,NA,4,16.6,9.5,NA,Nanos Research,1000,34.9,telephone (rolling),0.5
2019-03-29,34.6,NA,NA,4.4,16.6,8.1,NA,Nanos Research,1000,35.1,telephone (rolling),0.5
2019-03-27,30,NA,NA,5,21,NA,NA,Ipsos,1002,40,online,NA
2019-03-25,35,NA,NA,3.1,11.6,7.9,NA,Mainstreet Research,8501,37.4,IVR,3.8
2019-03-25,28,NA,NA,5,17,8,NA,Angus Reid,5807,37,online,4
2019-03-22,32.5,NA,NA,3.9,19.4,8.3,NA,Nanos Research,1000,34.6,telephone (rolling),0.6
2019-03-20,35,NA,NA,1,14,6,NA,Forum Research,1490,41,IVR,2
2019-03-20,31,NA,NA,4,14,10,NA,Leger,1513,37,online,3
2019-03-15,32.6,NA,NA,3.2,19.9,7.7,NA,Nanos Research,1000,35.5,telephone (rolling),0.5
2019-03-10,32,NA,NA,4,16,11,NA,Abacus Data,900,34,online (rolling),NA
2019-03-10,30,NA,NA,4,16,10,NA,Campaign Research,1893,36,online,2
2019-03-09,31,NA,NA,4,16,11,NA,Abacus Data,900,35,online (rolling),NA
2019-03-08,31,NA,NA,5,15,10,NA,Abacus Data,900,36,online (rolling),NA
2019-03-08,32.9,NA,NA,3.6,17.9,8.3,NA,Nanos Research,1000,36.1,telephone (rolling),0.5
2019-03-07,33,NA,NA,4,16,10,NA,Abacus Data,900,34,online (rolling),NA
2019-03-06,32,NA,NA,4,18,9,NA,Abacus Data,900,34,online (rolling),NA
2019-03-05,31,NA,NA,4,17,9,NA,Abacus Data,900,35,online (rolling),NA
2019-03-04,36,NA,NA,5,13,9,NA,Innovative Research,2122,32,online,5
2019-03-04,31,NA,NA,4,20,4,NA,Ipsos,1000,40,online,0
2019-03-04,30,NA,NA,5,17,9,NA,Abacus Data,1500,36,online,NA
2019-03-01,34.2,NA,NA,3.6,15.5,9.1,NA,Nanos Research,1000,34.7,telephone (rolling),0.7
2019-02-28,33,NA,NA,3,12,5,NA,Forum Research,1301,42,IVR,4
2019-02-26,32,NA,NA,4,17,9,NA,Abacus Data,2374,33,online,NA
2019-02-24,31,NA,NA,5,14,8,NA,Angus Reid,1009,38,online,NA
2019-02-22,35.7,NA,NA,3.7,15,8.4,NA,Nanos Research,1000,33.6,telephone (rolling),1.2
2019-02-19,34,NA,NA,5,12,8,NA,Leger,1529,36,online,4
2019-02-18,34,NA,NA,6,17,NA,NA,Ipsos,1002,36,online,NA
2019-02-15,37.9,NA,NA,4.1,13.7,7.8,NA,Nanos Research,1000,31.8,telephone (rolling),1.5
2019-02-11,33,NA,NA,4,15,9,NA,Abacus Data,2500,35,online,NA
2019-02-11,32,NA,NA,5,14,7,NA,Campaign Research,1590,37,online,3
2019-02-08,37.5,NA,NA,3.8,13,7.4,NA,Nanos Research,1000,34.4,telephone (rolling),1.7
2019-02-05,34,NA,NA,4,17,8,NA,Abacus Data,2500,34,online,NA
2019-02-01,37.6,NA,NA,3.1,13.2,7.9,NA,Nanos Research,1000,35.9,telephone (rolling),1.7
2019-01-25,37.6,NA,NA,3,12.8,8.1,NA,Nanos Research,1000,36.6,telephone (rolling),1.2
2019-01-24,38,NA,NA,5,12,8,NA,Innovative Research,2451,32,online,4
2019-01-18,37.2,NA,NA,3.2,11.5,7.2,NA,Mainstreet Research,7941,35.1,IVR,4.2
2019-01-18,37.2,NA,NA,3.2,14.2,7.4,NA,Nanos Research,1000,36.1,telephone (rolling),1.5
2019-01-11,38.1,NA,NA,3.3,15.4,6.9,NA,Nanos Research,1000,33.9,telephone (rolling),1.6
2019-01-07,36,NA,NA,5,15,8,NA,Innovative Research,2700,33,online,4
2019-01-04,38.7,NA,NA,3,16.7,6,NA,Nanos Research,1000,33.3,telephone (rolling),1.4
2018-12-28,36.8,NA,NA,3.4,16.1,6.4,NA,Nanos Research,1000,34.4,telephone (rolling),1.2
2018-12-21,35.2,NA,NA,3.8,16,7,NA,Nanos Research,1000,34.1,telephone (rolling),1.5
2018-12-18,35,NA,NA,4,17,7,NA,Abacus Data,2000,34,online,NA
2018-12-14,36,NA,NA,3.4,16.6,6.6,NA,Nanos Research,1000,33.9,telephone (rolling),0.7
2018-12-13,33,NA,NA,4,16,8,NA,Campaign Research,1494,35,online,2
2018-12-12,38,NA,NA,4,18,NA,NA,Ipsos,2001,33,online,NA
2018-12-07,34.1,NA,NA,3.1,15.8,8.2,NA,Nanos Research,1000,34.8,telephone (rolling),0.8
2018-11-30,37.9,NA,NA,3,14.3,7.6,NA,Nanos Research,1000,32.2,telephone (rolling),0.8
2018-11-29,34,NA,NA,4,11,6,NA,Forum Research,1541,43,IVR,NA
2018-11-23,39.6,NA,NA,2.4,14.5,6.9,NA,Nanos Research,1000,31.5,telephone (rolling),1.1
2018-11-20,39,NA,NA,4,14,5,NA,Leger,1521,33,online,4
2018-11-16,39.4,NA,NA,2.5,17.2,7.3,NA,Nanos Research,1000,28.7,telephone (rolling),1.1
2018-11-15,38,NA,NA,4,14,8,NA,Innovative Research,2490,32,online,3
2018-11-13,38,NA,NA,4,16,9,NA,Abacus Data,1500,31,online,NA
2018-11-09,35,NA,NA,4,17,7,NA,Campaign Research,2512,35,online,NA
2018-11-09,39.4,NA,NA,2,19.8,6.1,NA,Nanos Research,1000,27.5,telephone (rolling),1.4
2018-11-07,39.3,NA,NA,3.4,10.8,6.8,NA,Mainstreet Research,7961,34.6,IVR,3.8
2018-11-02,39.6,NA,NA,1.9,19.3,6.9,NA,Nanos Research,1000,28.1,telephone (rolling),1.2
2018-10-26,39.4,NA,NA,2.8,19.3,6.5,NA,Nanos Research,1000,28.2,telephone (rolling),1
2018-10-19,39.5,NA,NA,3.6,16.9,7,NA,Nanos Research,1000,29.4,telephone (rolling),1.4
2018-10-12,37.1,NA,NA,3.7,16.1,7.2,NA,Nanos Research,1000,31.4,telephone (rolling),1.3
2018-10-10,32,NA,NA,4,15,7,NA,Forum Research,1226,41,IVR,NA
2018-10-09,36,NA,NA,4,20,NA,NA,Ipsos,2001,35,online,NA
2018-10-05,37.3,NA,NA,3.8,16.2,6.7,NA,Nanos Research,1000,31.1,telephone (rolling),NA
2018-10-01,38,NA,NA,5,15,7,NA,Innovative Research,2410,31,online,3
2018-09-28,38,NA,NA,2.6,16.7,6,NA,Nanos Research,1000,31.7,telephone (rolling),NA
2018-09-21,39,NA,NA,2.4,17,5.5,NA,Nanos Research,1000,31.2,telephone (rolling),NA
2018-09-20,40,NA,NA,3,12,7,NA,Pollara,1002,34,online,2
2018-09-19,38,NA,NA,3,17,7,NA,Abacus Data,2000,34,online,NA
2018-09-19,30,NA,NA,5,17,8,NA,DART/Maru,5769,38,online,NA
2018-09-14,36,NA,NA,5,15,7,NA,Campaign Research,1486,38,online,0
2018-09-14,41.1,NA,NA,2,14.9,5.8,NA,Nanos Research,1000,31.4,telephone (rolling),0
2018-09-07,39.9,NA,NA,2.5,14.9,6.5,NA,Nanos Research,1000,32.8,telephone (rolling),0
2018-08-31,39.9,NA,NA,3.4,15.8,6.7,NA,Nanos Research,1000,32.4,telephone (rolling),0
2018-08-25,37,NA,NA,3,18,6,NA,Abacus Data,1000,34,online,0
2018-08-24,38.8,NA,NA,2.9,16.5,6.3,NA,Nanos Research,1000,34.4,telephone (rolling),0
2018-08-20,37,NA,NA,3,18,8,NA,Abacus Data,1500,33,online,0
2018-08-17,37.5,NA,NA,3.2,19,5.7,NA,Nanos Research,1000,33.9,telephone (rolling),0
2018-08-12,36,NA,NA,2,15,4,NA,Forum Research,1777,42,IVR,0
2018-08-10,35.8,NA,NA,3.2,20.1,4.8,NA,Nanos Research,1000,35.1,telephone (rolling),0
2018-08-03,36.9,NA,NA,2.3,17.8,5.2,NA,Nanos Research,1000,36.6,telephone (rolling),0
2018-07-27,35.8,NA,NA,2.2,19.1,6.6,NA,Nanos Research,1000,35.2,telephone (rolling),0
2018-07-26,34.9,NA,NA,4,17.3,9.3,NA,EKOS,1302,32.1,IVR,0
2018-07-22,36,NA,NA,3,19,7,NA,Abacus Data,2000,34,online,0
2018-07-20,35.8,NA,NA,2,19,6.1,NA,Nanos Research,1000,35.9,telephone (rolling),0
2018-07-17,39.4,NA,NA,2.4,11.8,7,NA,Mainstreet Research,9384,36.9,IVR,0
2018-07-16,39,NA,NA,2,21,NA,NA,Ipsos,1000,32,online,0
2018-07-13,37.3,NA,NA,1.8,18.4,7.1,NA,Nanos Research,1000,34.5,telephone (rolling),0
2018-07-06,35.7,NA,NA,2.4,20.3,6.8,NA,Nanos Research,1000,33.4,telephone (rolling),0
2018-06-29,33,NA,NA,3,21,NA,NA,Ipsos,1002,37,online,0
2018-06-29,36.5,NA,NA,2.7,20.8,5.4,NA,Nanos Research,1000,33.1,telephone (rolling),0
2018-06-22,36.7,NA,NA,3.6,20.6,5.7,NA,Nanos Research,1000,32,telephone (rolling),0
2018-06-18,34,NA,NA,3,18,8,NA,Campaign Research,1579,36,online,0
2018-06-15,32,NA,NA,5,20,NA,NA,Ipsos,1001,36,online,0
2018-06-15,36.9,NA,NA,4.1,19.9,5.1,NA,Nanos Research,1000,32.5,telephone (rolling),0
2018-06-14,36,NA,NA,4,16,9,NA,Angus Reid,1023,32,online,0
2018-06-08,35.3,NA,NA,4.1,22,4.8,NA,Nanos Research,1000,33,telephone (rolling),0
2018-06-01,34.1,NA,NA,4.4,21.2,5.4,NA,Nanos Research,1000,34,telephone (rolling),0
2018-05-31,31,NA,NA,2,17,5,NA,Forum Research,969,44,IVR,0
